Chart,1,2,0,9,3.6666666666666665,33
Cli,1,3,1,19,8.473684210526315,161
Cli,16,6,1,8,21.125,169
Cli,17,2,1,22,2.5454545454545454,56
Cli,18,2,1,9,5.111111111111111,46
Cli,21,4,1,12,13.416666666666666,161
Cli,26,2,1,4,15.0,60
Cli,27,4,0,9,9.333333333333334,84
Cli,28,2,1,3,2.0,6
Cli,5,3,2,3,22.333333333333332,67
Closure,10,2,1,8,5.625,45
Closure,100,41,7,81,2.5185185185185186,204
Closure,121,3,1,4,10.0,40
Closure,123,2,1,4,2.0,8
Closure,127,2,1,18,6.444444444444445,116
Closure,128,2,1,3,3.0,9
Closure,134,32,6,87,4.551724137931035,396
Closure,135,12,3,28,7.142857142857143,200
Closure,136,8,4,23,8.608695652173912,198
Closure,137,6,2,31,11.0,341
Closure,138,5,2,21,8.904761904761905,187
Closure,139,12,1,37,9.486486486486486,351
Closure,140,7,2,130,3.2153846153846155,418
Closure,141,10,3,78,5.858974358974359,457
Closure,142,51,2,112,4.133928571428571,463
Closure,143,7,2,25,3.2,80
Closure,144,13,9,123,3.6260162601626016,446
Closure,145,3,1,26,4.0,104
Closure,146,20,7,166,4.662650602409639,774
Closure,147,18,4,49,3.183673469387755,156
Closure,148,7,2,65,6.7846153846153845,441
Closure,149,10,1,23,18.0,414
Closure,150,2,1,24,21.958333333333332,527
Closure,152,4,1,8,8.125,65
Closure,153,5,1,78,2.5128205128205128,196
Closure,154,3,1,12,8.75,105
Closure,156,2,1,19,8.105263157894736,154
Closure,157,12,7,37,7.297297297297297,270
Closure,158,4,1,23,7.826086956521739,180
Closure,159,2,1,6,17.5,105
Closure,16,3,2,7,8.0,56
Closure,160,4,2,13,20.384615384615383,265
Closure,161,2,1,5,22.4,112
Closure,162,3,1,18,9.555555555555555,172
Closure,163,3,1,46,8.804347826086957,405
Closure,164,6,4,26,5.461538461538462,142
Closure,165,5,1,15,4.533333333333333,68
Closure,166,6,1,10,6.9,69
Closure,167,5,3,15,10.666666666666666,160
Closure,168,6,1,23,6.0,138
Closure,169,8,2,36,7.611111111111111,274
Closure,17,2,1,3,9.0,27
Closure,170,4,1,11,5.636363636363637,62
Closure,171,5,2,12,4.916666666666667,59
Closure,175,3,2,32,6.0,192
Closure,176,4,2,13,6.384615384615385,83
Closure,18,2,1,2,12.0,24
Closure,21,3,1,8,10.375,83
Closure,22,3,1,8,10.375,83
Closure,24,2,1,6,6.833333333333333,41
Closure,29,3,2,12,7.666666666666667,92
Closure,32,3,2,8,10.25,82
Closure,34,3,1,9,9.0,81
Closure,35,6,1,6,13.166666666666666,79
Closure,40,3,2,3,14.0,42
Closure,43,3,1,11,6.818181818181818,75
Closure,44,2,1,2,6.0,12
Closure,48,2,1,9,7.444444444444445,67
Closure,49,5,4,109,3.853211009174312,420
Closure,50,2,1,10,3.5,35
Closure,53,2,1,4,11.0,44
Closure,54,6,2,10,15.2,152
Closure,6,4,2,24,4.375,105
Closure,60,4,2,36,5.305555555555555,191
Closure,61,2,1,7,6.0,42
Closure,72,4,2,12,5.166666666666667,62
Closure,76,2,1,9,20.333333333333332,183
Closure,81,30,28,190,4.131578947368421,785
Closure,91,2,1,2,14.0,28
Closure,95,4,2,9,9.777777777777779,88
Closure,98,5,1,13,7.769230769230769,101
Codec,1,5,1,8,5.75,46
Codec,10,2,1,4,40.75,163
Codec,11,3,1,30,9.366666666666667,281
Codec,13,5,1,7,17.714285714285715,124
Codec,14,24,2,78,14.705128205128204,1147
Codec,16,3,1,7,3.0,21
Codec,17,3,1,8,2.875,23
Codec,6,3,1,5,13.2,66
Codec,7,2,1,4,4.5,18
Codec,8,4,1,11,12.272727272727273,135
Collections,26,3,1,3,14.333333333333334,43
Compress,1,3,1,15,12.066666666666666,181
Compress,17,3,1,5,6.4,32
Compress,2,1,0,10,6.9,69
Compress,20,6,1,18,3.1666666666666665,57
Compress,22,3,1,41,4.780487804878049,196
Compress,24,3,1,6,6.5,39
Compress,28,4,1,9,4.222222222222222,38
Compress,29,11,1,45,9.088888888888889,409
Compress,32,3,1,4,7.75,31
Compress,42,5,1,5,4.8,24
Compress,43,3,1,27,10.074074074074074,272
Compress,8,4,1,25,5.96,149
Csv,1,2,1,6,3.5,21
Csv,10,4,1,11,3.5454545454545454,39
Csv,16,3,1,10,15.0,150
Csv,3,3,1,18,3.111111111111111,56
Csv,5,2,1,3,5.0,15
Gson,10,5,1,11,7.545454545454546,83
Gson,11,2,1,2,3.0,6
Gson,2,2,1,9,11.777777777777779,106
Gson,3,2,1,18,6.111111111111111,110
Gson,6,2,1,3,23.333333333333332,70
JacksonCore,1,5,0,11,5.181818181818182,57
JacksonCore,10,4,0,20,3.75,75
JacksonCore,13,6,0,23,5.913043478260869,136
JacksonCore,16,13,3,42,2.880952380952381,121
JacksonCore,17,4,1,21,10.238095238095237,215
JacksonCore,18,5,0,13,9.307692307692308,121
JacksonCore,2,7,0,29,6.931034482758621,201
JacksonCore,20,7,2,22,33.0,726
JacksonCore,21,3,1,3,13.666666666666666,41
JacksonCore,24,8,4,54,2.925925925925926,158
JacksonCore,4,2,0,3,8.0,24
JacksonCore,7,9,1,59,4.8474576271186445,286
JacksonDatabind,10,8,0,24,37.666666666666664,904
JacksonDatabind,103,20,2,36,3.3055555555555554,119
JacksonDatabind,106,5,0,29,12.89655172413793,374
JacksonDatabind,108,4,2,16,5.9375,95
JacksonDatabind,109,5,1,13,6.923076923076923,90
JacksonDatabind,11,7,0,20,8.3,166
JacksonDatabind,110,4,1,9,5.555555555555555,50
JacksonDatabind,111,11,1,18,3.7777777777777777,68
JacksonDatabind,15,8,0,20,6.15,123
JacksonDatabind,18,3,1,39,6.589743589743589,257
JacksonDatabind,22,4,0,55,5.472727272727273,301
JacksonDatabind,23,3,0,27,4.62962962962963,125
JacksonDatabind,25,8,0,17,3.823529411764706,65
JacksonDatabind,26,12,0,34,5.323529411764706,181
JacksonDatabind,28,5,0,10,5.7,57
JacksonDatabind,29,4,0,21,4.095238095238095,86
JacksonDatabind,30,11,0,63,3.9365079365079363,248
JacksonDatabind,34,5,2,29,6.448275862068965,187
JacksonDatabind,35,3,1,13,10.23076923076923,133
JacksonDatabind,36,3,0,37,5.702702702702703,211
JacksonDatabind,38,14,1,72,4.75,342
JacksonDatabind,39,4,0,8,9.375,75
JacksonDatabind,4,9,0,28,10.071428571428571,282
JacksonDatabind,40,3,0,9,6.333333333333333,57
JacksonDatabind,43,4,0,8,5.625,45
JacksonDatabind,50,6,2,13,30.076923076923077,391
JacksonDatabind,52,9,4,43,4.162790697674419,179
JacksonDatabind,53,4,1,14,10.571428571428571,148
JacksonDatabind,60,5,1,26,9.423076923076923,245
JacksonDatabind,61,4,1,6,10.833333333333334,65
JacksonDatabind,62,6,1,16,4.25,68
JacksonDatabind,63,10,1,25,4.56,114
JacksonDatabind,68,3,1,25,3.68,92
JacksonDatabind,69,3,1,12,8.25,99
JacksonDatabind,70,3,0,9,7.888888888888889,71
JacksonDatabind,71,3,0,3,4.333333333333333,13
JacksonDatabind,76,2,1,24,13.125,315
JacksonDatabind,78,3,1,5,18.4,92
JacksonDatabind,80,5,1,32,3.75,120
JacksonDatabind,82,6,3,12,8.666666666666666,104
