Math,3,flexeme,src/main/java/org/apache/commons/math3/util/MathArrays.java,,821,0
Math,3,flexeme,src/main/java/org/apache/commons/math3/util/MathArrays.java,,821,4
Math,3,flexeme,src/main/java/org/apache/commons/math3/util/MathArrays.java,,823,4
Math,3,flexeme,src/main/java/org/apache/commons/math3/util/MathArrays.java,,823,1
Math,3,flexeme,src/main/java/org/apache/commons/math3/util/MathArrays.java,,823,0
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,588,4
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,588,0
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,588,1
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,589,0
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,589,1
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,589,4
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,591,0
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,591,4
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,591,1
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,591,3
Math,3,flexeme,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,591,2
Math,3,smartcommit,src/changes/changes.xml,,54,0
Math,3,smartcommit,src/changes/changes.xml,,55,0
Math,3,smartcommit,src/changes/changes.xml,,56,0
Math,3,smartcommit,src/main/java/org/apache/commons/math3/util/MathArrays.java,,821,1
Math,3,smartcommit,src/main/java/org/apache/commons/math3/util/MathArrays.java,,822,1
Math,3,smartcommit,src/main/java/org/apache/commons/math3/util/MathArrays.java,,823,1
Math,3,smartcommit,src/main/java/org/apache/commons/math3/util/MathArrays.java,,824,1
Math,3,smartcommit,src/main/java/org/apache/commons/math3/util/MathArrays.java,,825,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,585,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,586,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,587,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,588,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,589,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,590,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,591,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,592,1
Math,3,smartcommit,src/test/java/org/apache/commons/math3/util/MathArraysTest.java,,593,1
