Cli,14,2,1,4,19.75,79
Cli,1,3,1,19,8.473684210526315,161
Cli,20,2,1,5,5.6,28
Cli,27,4,0,9,9.333333333333334,84
Cli,9,3,2,5,7.8,39
Closure,102,4,1,7,4.571428571428571,32
Closure,134,32,6,87,4.551724137931035,396
Closure,136,8,4,23,8.608695652173912,198
Closure,166,6,1,10,6.9,69
Closure,16,3,2,7,8.0,56
Closure,20,2,1,3,4.0,12
Closure,24,2,1,6,6.833333333333333,41
Closure,37,3,1,4,10.75,43
Closure,3,2,1,6,10.666666666666666,64
Closure,48,2,1,9,7.444444444444445,67
Closure,52,2,1,2,8.0,16
Closure,70,3,2,12,4.416666666666667,53
Closure,80,2,1,4,1.5,6
Closure,94,3,2,8,11.0,88
Codec,17,3,1,8,2.875,23
Collections,28,3,1,7,11.0,77
Compress,15,2,1,3,8.666666666666666,26
Compress,17,3,1,5,6.4,32
Compress,32,3,1,4,7.75,31
Compress,35,4,0,4,4.5,18
Compress,6,3,1,6,4.5,27
Csv,1,2,1,6,3.5,21
Csv,5,2,1,3,5.0,15
Gson,4,4,2,28,5.142857142857143,144
Gson,7,3,2,4,11.5,46
JacksonCore,6,3,0,4,7.0,28
JacksonCore,7,9,1,59,4.8474576271186445,286
JacksonDatabind,16,4,0,6,2.6666666666666665,16
JacksonDatabind,17,3,0,6,5.0,30
JacksonDatabind,22,4,0,55,5.472727272727273,301
JacksonDatabind,3,2,0,5,3.6,18
JacksonDatabind,42,5,0,13,3.3076923076923075,43
JacksonDatabind,4,9,0,28,10.071428571428571,282
JacksonDatabind,57,3,1,8,7.25,58
JacksonDatabind,59,6,0,6,12.0,72
JacksonDatabind,5,2,0,3,20.0,60
JacksonDatabind,61,4,1,6,10.833333333333334,65
JacksonDatabind,92,3,1,9,11.777777777777779,106
JacksonDatabind,94,4,1,12,4.166666666666667,50
JacksonDatabind,97,6,4,10,7.9,79
JacksonXml,5,4,2,6,8.166666666666666,49
Jsoup,13,4,2,7,8.142857142857142,57
Jsoup,40,5,2,7,4.857142857142857,34
Jsoup,43,3,1,4,6.75,27
Jsoup,55,3,1,4,3.5,14
Jsoup,87,8,1,67,2.343283582089552,157
JxPath,13,6,1,29,6.517241379310345,189
JxPath,3,2,1,6,14.0,84
JxPath,7,6,1,19,11.052631578947368,210
JxPath,8,2,1,5,6.2,31
JxPath,9,4,1,16,5.875,94
Lang,16,3,1,5,2.6,13
Lang,35,3,1,7,5.857142857142857,41
Lang,38,2,1,2,7.0,14
Lang,3,3,1,6,5.666666666666667,34
Lang,45,2,1,2,3.0,6
Lang,52,2,1,2,3.0,6
Lang,53,2,1,3,25.0,75
Lang,56,2,1,6,3.5,21
Lang,60,2,1,3,4.0,12
Math,101,3,1,4,3.5,14
Math,105,3,1,5,6.8,34
Math,1,6,2,11,3.3636363636363638,37
Math,2,4,1,4,5.5,22
Math,30,2,2,3,6.0,18
Math,44,3,1,7,10.428571428571429,73
Math,46,2,1,4,3.5,14
Math,51,2,1,9,5.555555555555555,50
Math,54,3,1,6,4.166666666666667,25
Math,64,3,1,17,4.294117647058823,73
Math,70,3,1,3,3.6666666666666665,11
Math,73,3,1,5,4.6,23
Math,97,4,1,17,4.529411764705882,77
Mockito,10,2,1,14,5.428571428571429,76
Mockito,11,2,1,7,11.857142857142858,83
Mockito,12,2,1,5,4.8,24
Mockito,24,3,2,7,5.571428571428571,39
Mockito,28,4,1,22,4.409090909090909,97
Mockito,38,3,2,3,15.666666666666666,47
Mockito,9,2,1,4,11.0,44
