vcs_url,commit_hash,parent_hash
https://github.com/apache/commons-bcel.git,a325c685b34cc8a3189c18ee4f6480f6249bc99d,9a672c48667241756aa8e834a19edf2419352544
https://github.com/apache/commons-bcel.git,a2da1049443db9db3e2c06cff58463fe6cddb978,bf30b1f2af61a37d8e1215e1af6022ede913dc2d
https://github.com/apache/commons-bcel.git,bf30b1f2af61a37d8e1215e1af6022ede913dc2d,6ed18c5bef0f5b93b54783a8e8fb2b9042da26ac
https://github.com/apache/commons-bcel.git,0d33e877b1642b1bb630415304b8d01de2ce427e,90e94269f7d64684ac7dc3fcbee055eea866d370
https://github.com/apache/commons-bcel.git,df7a37858bdf7c465d6ba96637558695e42e2fe9,54a95d899854ad5a0a7b896f99cd8ba68b89d471
https://github.com/apache/commons-bcel.git,54a95d899854ad5a0a7b896f99cd8ba68b89d471,93c12bbb6d22a165a407b6184cdb40545f86c683
https://github.com/apache/commons-bcel.git,93c12bbb6d22a165a407b6184cdb40545f86c683,efc4809b7b73febc18cdd8976ff8e9d6d4537ade
https://github.com/apache/commons-bcel.git,efc4809b7b73febc18cdd8976ff8e9d6d4537ade,d6fbb3d57fe2a1722d2c123f74dca83174f81358
https://github.com/apache/commons-bcel.git,e74df2c0e90e5e4ee92a0d45fcc6f5db5958861a,5f5fa24f351870d57a196a2280ae7a0b668f26c7
https://github.com/apache/commons-bcel.git,c96a3e5a40040ef43e0a51935a368458763d3424,7ceb5a6b8236517d708d7965f4873344c5630969
https://github.com/apache/commons-bcel.git,7ceb5a6b8236517d708d7965f4873344c5630969,8df53e2ef1866726bba923d064319f050413fa49
https://github.com/apache/commons-bcel.git,2f2698fa5739eba1cdc3bdf8299a754fb98ae871,5865fdde89b92235cb080637810e178f21bbfc11
https://github.com/apache/commons-bcel.git,cc50f64aa8598728365f282056035cfc094e7bbd,4904788fde58204d5570dbf2268d8580a5d8d4cf
https://github.com/apache/commons-bcel.git,4374b673a2b2ebbc7042c062b4f87ab49dd14930,80ed7676093c6ee19c271fd9414d360b6a8d1712
https://github.com/apache/commons-bcel.git,80ed7676093c6ee19c271fd9414d360b6a8d1712,c06fa14c5e96ee1114e701cb522bc84e0e1a1a91
https://github.com/apache/commons-bcel.git,26b8224b8bd46a3a56d424ae8b9716c495e597d4,8a127b81963d28a06bc438c47dd551f860ee8055
https://github.com/apache/commons-bcel.git,8a127b81963d28a06bc438c47dd551f860ee8055,f762083f51340749238d5cdf0ffdd4e8e9b1ff88
https://github.com/apache/commons-bcel.git,c4560eabcd60cd0f0e211978036519db748360fa,d370705e0596eb7a00a3642cf79707cf3f4174fa
https://github.com/apache/commons-bcel.git,21feca713e75b1c486d9fca07aa9aea19410d72c,865b3d516cdde462c8e63a094bad6c7f3ec73d52
https://github.com/apache/commons-bcel.git,36066a5695899b6df3272e469658f56827fac461,34994d8c0a7bdb157260a51e3d3a6d2a2404ab0c
https://github.com/apache/commons-bcel.git,c2f5b0afe28af49f3b0360661545d52df70eac7e,af89ae58f914f400e198be73bc43ad556681706c
https://github.com/apache/commons-bcel.git,9f307d3947513e9008eda54b9d9dfdcdf76b4031,5813218a5fe6fa3f62e12b8cdf00ee6a1dc992b3
https://github.com/apache/commons-bcel.git,b4d4d168b6077c8c6a35257dee0967fbb85398c5,cd10b153b1b3899636a3073a857d1c40fa96fa98
https://github.com/apache/commons-bcel.git,35ac47dc112c69259622bf1f702aa809c5307ecd,9637f8fa7943d19b4108ca63d02de9b50d333c10
https://github.com/apache/commons-bcel.git,ecdc6f1f11178c29c812ecd5725c2a2818d3f255,90867a91054a478d4b87ddfe32103771347c144a
https://github.com/apache/commons-bcel.git,763333c2572c5ebcb8f1d09c32876da987741c54,48426e0049b01d86b2af3b0cd4c7452a98bbcaaf
https://github.com/apache/commons-bcel.git,48426e0049b01d86b2af3b0cd4c7452a98bbcaaf,c0e9f324eacc6bc8bcf3ae307bb659c27b7236b0
https://github.com/apache/commons-bcel.git,9a09f41b03df238043e0eda59d5cfa11cdd36523,a667105d323cfaa5584b8067bd6840a4a39d2b5e
https://github.com/apache/commons-bcel.git,5f029f691332139ea0bb0e938b90799d74806a93,d24936191391128db30ff49e298e2b31aa643d3a
https://github.com/apache/commons-bcel.git,c070c23750e4720fe44b92237b2b55559619e8ac,101996e7ade8d700263b6fc7504ccfcae4884ef6
https://github.com/apache/commons-bcel.git,964c0c8fd6abdb4c32c050db3f129edef7232cbe,d2883e2ade18d07cb76b0bf99d1b9a0aa66afdb2
https://github.com/apache/commons-bcel.git,d2883e2ade18d07cb76b0bf99d1b9a0aa66afdb2,b49c7c0f23436b936c98f5a27ac188a64fd7ab12
https://github.com/apache/commons-bcel.git,75a8d8c69a3da99e6ab553b4f9947aac44af6928,db449fcaf4d45e600adbe96713d388818707b55e
https://github.com/apache/commons-bcel.git,f896e6c9eb751b24de5637ab86731068fa0e2096,88d0fbb7e6f4d3d2731a0ebab95458ef02fcb538
https://github.com/apache/commons-bcel.git,8dd181cb2646b5688676997c8f2725b443d39744,42d848271343c69524fb6337b142c0cd67d989b1
https://github.com/apache/commons-bcel.git,fa9a90ca68c706a27da33eaf4eb06a562b354d21,72a0592b11226c0c0b3927505a03687b85329078
https://github.com/apache/commons-bcel.git,45da20f49abafa125ff4f616e8312b89fbd1f139,ed403b6580ed403a814e1c821200f302ffa5805d
https://github.com/apache/commons-bcel.git,190dee5fa3b5374f95ae8b3673705802789ed0a7,3ad7450857297ed609c5b568fb55f77dd469d8b9
https://github.com/apache/commons-beanutils.git,f306335d0f7cbe362cc6dd869642b65376db8b6c,b32ef1172046e4b3e9f496c3e06c363a12f3cbf4
https://github.com/apache/commons-beanutils.git,b32ef1172046e4b3e9f496c3e06c363a12f3cbf4,c8fbf336a870520f42e46696300165374b29ddb0
https://github.com/apache/commons-beanutils.git,1c2dbaec32cb663226ffae7edad13607340c174d,6fa02a6bf320cc156a5bbe7eef50dd0aff5f0bf8
https://github.com/apache/commons-beanutils.git,d378d22b164cc87b517b99af7f14e0c7cbc83faa,3d6d908468f40a1839f5494d4bcec2c5b59d496f
https://github.com/apache/commons-beanutils.git,01adc7e46683394e583f878ec0d576c5715b16df,176f126bf127bcbd5636ecebfbfed49dd2734a93
https://github.com/apache/commons-beanutils.git,ab21f62bfc8ac74c0b1b7e35bb6716d3cabdf8bf,5ddc2e81007b73988c7c5ca2580e8cc579efa069
https://github.com/apache/commons-beanutils.git,38e3e41049464fa3b8ffc1e810f87c18d91a7bc4,e8f68f47340d049338b2205945f95db76ee77ad9
https://github.com/apache/commons-beanutils.git,7b0388878e522468f90ea163b15ccfba05616c95,cc623734fe48d04372cadf8fd6a85ca15bfe44a5
https://github.com/apache/commons-beanutils.git,f5ea49326cd5c09f0782b0d1bcbdcde9053ee316,b999a4c8c3babc91861cdab8d90d08017b82f993
https://github.com/apache/commons-beanutils.git,47ed0c7cdcb4d516e41769e38a9cd5ef4d01713d,a57bd5e8e2b63290cefbd0629f513717bd1ae212
https://github.com/apache/commons-beanutils.git,8f77bd63d8b5b2ab593b134fef2bf5e59bed0441,b44b3d95b321cef0281cdf130e8c286bfdcd60af
https://github.com/apache/commons-beanutils.git,b44b3d95b321cef0281cdf130e8c286bfdcd60af,0caff290df54a8a3b653840fe257fea94807d697
https://github.com/apache/commons-beanutils.git,ae3f537711b1375c4892130d65cb60928549cf58,db980f616c6b1bbeeac1225e13472f6d3d73a7ac
https://github.com/apache/commons-beanutils.git,b1d296a3acb31bda6b830c3bfcd29dfeec3b2ea3,397f93cc9da26bef5e21d8680f71a57af4ccac10
