project_name,vcs_url,commit_hash,parent_hash
wss4j,https://github.com/apache/commons-math,79ae77fda8b987b01b2e49dd0ae84819778634dc,7200c43dea3dbfbd9d38b937c44b6e71744b05c5
wss4j,https://github.com/apache/commons-math,792839b464bc3df40f773147b7694b761cf23b5a,d385c90c2e74fdfc0070f7d92d6d0c260251fc16
wss4j,https://github.com/apache/commons-math,70101ee3ca37b56a471b3731667c75c447da90cb,5b118e04de6333e539720088127a5d0fb12ebaea
wss4j,https://github.com/apache/commons-math,7f31bc04bdf8821cf24754bfdc9bd4c0e8660228,baf9888f8f88af5b07b8d7d0ac650b8635d8c350
wss4j,https://github.com/apache/commons-math,63d88c74b7a11d7633584b007e94314ba9a555d1,2c9438da238f61f9e952d301cf22fbe70c5a9405
wss4j,https://github.com/apache/commons-math,7029443e4941ac95aac5cef4a6e364cf05399db4,38df46f9442892ae8164df8029f88f7724cce67e
wss4j,https://github.com/apache/commons-math,8e5867eda8328e4cb2e103d098d0c9f3c2fab50e,ba3c2201c6689818c457b5a03d14eb75af55063c
wss4j,https://github.com/apache/commons-math,7cfbc0da48c8cc8939e97427d8ee5b22c5e55f28,fbd429f2d7afa11cb747fa48f62c5c8d0b5a19e0
wss4j,https://github.com/apache/commons-math,8fac2db60a99bbf16b173d5c7414945c6c4c36f9,edf56632b8a5413f5e0adfe2d1b65e595b88a1d0
wss4j,https://github.com/apache/commons-math,6d0394d27d570fe3586d5d25ec159e602496b1aa,c8fc11146f39ce3243fb5360ae148a5a4cb633ce
wss4j,https://github.com/apache/commons-math,fdbdb5eba8ae678d4c696878bfecbc12d3ed43c8,bda25b40295b13782c488fd94f0abd091da296bd
wss4j,https://github.com/apache/commons-math,fd37b5dd02bbce93f6f4fceb6bc3e6aa4641c5a7,a94ff90ab6cd2d92ccb2eb1fd7913b4e5256f02b
wss4j,https://github.com/apache/commons-math,fe23c9b04aff89b3c6da20b4769157b8c577d071,978f89c75359ac771588c95401161875b076d9dc
wss4j,https://github.com/apache/commons-math,621bbb8fc7ef562d86e18bbc28c5d4f25a68b442,8469bc496c0f6f629b0f6406e11bc8ad5a93b0b4
wss4j,https://github.com/apache/commons-math,63a48705a496bf2506121dcddbd8cac2a78f877c,a49e443c44766df45d254e13bea377d4133f5ee6
wss4j,https://github.com/apache/commons-math,7994d3ee9d49098dcffb0c5470714076305e38cf,91d24dcb6f558fdbd0e75875ade025ce81f26c90
wss4j,https://github.com/apache/commons-math,6eb4655543213e988ff01098d0954e70bc8699b2,5cdd5e950c15b7e641189891e59719948019f6e5
wss4j,https://github.com/apache/commons-math,7980a24266d463bacc8f1271a83865a7d5638891,3e6a8820703bbdeb97825db66daecf5c4410bde6
wss4j,https://github.com/apache/commons-math,6d6649ef6932053a9cb1854cec65b60b1e445999,30d4ad86064c749ced4579cb5602f90c1d7ac80c
wss4j,https://github.com/apache/commons-math,8dd2239074e3e1bbadc9f6ce55cd2c2b02a7c9fc,e00564e3b7f437b0771eedd72d24082e8219a077
wss4j,https://github.com/apache/commons-math,8bf548c5e83e067503d10f304d9f855ced1a449c,39a80bf2cda13f28b3430733e645b7fd13bb92ba
wss4j,https://github.com/apache/commons-math,7851a3e2bf24c58eea66da70fa42a32f03532620,d510921649d762e7aec2176685cc76f06b267b79
wss4j,https://github.com/apache/commons-math,777273e23f825d659695a4d69fca29eeba31cf37,01673c2cef90d94717d3f85448e25777ffb6225b
wss4j,https://github.com/apache/commons-math,7aabd3b5a227aa51d44a4ca0eef48c18d108dc81,d3dda59befc1d9a950c73dfcf588a3119e29f1b4
wss4j,https://github.com/apache/commons-math,8ad7c0a62e3fbe8a882ac3e4dac030939f000a7e,635bc4b1b3a00b89d8653500f68ae56cc73fd959
wss4j,https://github.com/apache/commons-math,839130d338248aff186e7f0e7e9c80f0e93a6c91,06b40fbd01de46bddb08f63da0149ddd30380437
wss4j,https://github.com/apache/commons-math,71fd124ddb1f311a8cb64b608f385c87b67cef14,e31a222cef8ef08f4dafb01f41b6a2d6c26d64fc
wss4j,https://github.com/apache/commons-math,76f154179b8dc6940355d7fe7db468314ca39e84,2bc9e7ea86a8cc1c3b2436c46115c87080228004
wss4j,https://github.com/apache/commons-math,7200c43dea3dbfbd9d38b937c44b6e71744b05c5,31fae6431438e26d6b47b988164847048ceab314
wss4j,https://github.com/apache/commons-math,721444f232751d93211735a1a2f56757b74622b1,e5f5a2dbaa5cf4de1cb615d345b8ae554fa4f729
wss4j,https://github.com/apache/commons-math,6683216e612474b605a5bfb7fa684352528ab784,d1c7e82e93470cb39edd6c9621c67c54318f6082
wss4j,https://github.com/apache/commons-math,6844aba987aaf32c85a4eb3fba3f6ccf9d7c8db6,4673043763616457113c70219e1950818ced847b
wss4j,https://github.com/apache/commons-math,724795b5513651e1e34fae3904d1b58229ce9c17,8c2199df0f613c63bd362303c953cee66712d56c
wss4j,https://github.com/apache/commons-math,6f806cfe41c88416f4d37e0a85f93bd119719a09,29a297de44d2f4dcc3d7e2c22c313f51414dab8a
wss4j,https://github.com/apache/commons-math,62c09640bb3c6978b84f3b11b9ffb5313811a658,24e9fc91c72ba9e2fd9a8a5e168925bfa99d255c
wss4j,https://github.com/apache/commons-math,645d642b8fe7c723cb13788a723c298106ea8d18,6d877485ed001c609de972d6e88720511665afb2
wss4j,https://github.com/apache/commons-math,6983d81680483705c0e2cf4d62b15feba4e6e3ab,7c6dd40b330d85ae718e867c4d5cee0b1c4f317b
wss4j,https://github.com/apache/commons-math,64a0eee333ebd675d54a57f348fee0cc06404c56,81ba9842e5d85aca7bc7b26b01626407899654ac
wss4j,https://github.com/apache/commons-math,7ec35cf7f5d760cb6b31928c2622d528af11e406,3ebd273440c9854c36b635169c96202437c99b33
wss4j,https://github.com/apache/commons-math,6460cd272a4c0605c1e9167f641930bba16715ba,dbd8ffb54f72f45acc644f1f16709dd549d0cfc9
wss4j,https://github.com/apache/commons-math,81ba9842e5d85aca7bc7b26b01626407899654ac,0e90dd494b074f849dd56937ef23a0dc24ad5261
wss4j,https://github.com/apache/commons-math,8aecb842d32464a98eaab722da84902f8126957b,69c83683fd59429a71009c693b6450febdfe8291
wss4j,https://github.com/apache/commons-math,654d7232e5e9a21fee3d8e95a29c2e880b4dcdda,3cfafe0510554e5d3cc05d9cecb3759d682afdce
wss4j,https://github.com/apache/commons-math,8068e84a33a5bbc5103f6541ae23e77d302842f9,b95cfc9b579e91a456847b2369295dfae7da8bc6
wss4j,https://github.com/apache/commons-math,796c8329d6db90687d7340cf947fce29a5191f40,faf997271b36b80d9a342bb1a5a666e8a7a1fb56
wss4j,https://github.com/apache/commons-math,86545dab3ed57872ad98b23e46924d67ddad03fc,d7fd760eb8c5ba8dc7bc30fd565575f2547e0c86
wss4j,https://github.com/apache/commons-math,8ed5527ee0404240865c84443f19349212511c1b,a567246d1e41cbd2eeef1cd795c8d46cc51a7ffe
wss4j,https://github.com/apache/commons-math,87f0f14381f9070b88720b5a0a43292dadb7deb9,70667484eb1bf37559fda0eea8632ea6b3dd9f4c
wss4j,https://github.com/apache/commons-math,8a83581eaf0fb46000ffe3093b8b4152dcc18b91,57a0248da2129e0a2244385a4574d7434682f3f0
wss4j,https://github.com/apache/commons-math,8b41800046f1d336865b48ea4bc65522ebb3e6ea,3defe7345d95fc5d4741b1990d1a5debd2800d8d
wss4j,https://github.com/apache/commons-math,88bd54a42296691016eb4360880f60aec80cf7b1,7d738dc35233fb8e82159e52da1e616e0ed93fdf
wss4j,https://github.com/apache/commons-math,8fe6a83eb60b7b16cac065b68e60c637d64d5932,9cb0ca6b0fa639d30d9070f422de5a59c61eb86c
wss4j,https://github.com/apache/commons-math,6f54422e966a95df227212dee651be837f1a6b56,9fdb08438309b08715112cae8aa2dd4af3d75705
wss4j,https://github.com/apache/commons-math,784e4f69ec67d511a0620a2b030688f186ebb959,31fef8fab1db1629eda5a118ad8669acee10f4f7
wss4j,https://github.com/apache/commons-math,8eba63863c102b144fe43d008baf719997599fc9,3c9e28e533d86486779419c2124d97fb643d1078
wss4j,https://github.com/apache/commons-math,7db19f7d9c86b5c6ac30fba60b1a0bf85f7424e4,971a778650f2cfcb78edef7f43d24f9453f2fbec
wss4j,https://github.com/apache/commons-math,8c14d78cee0c7f74998c63bb55382f2d555c03a8,6d6649ef6932053a9cb1854cec65b60b1e445999
wss4j,https://github.com/apache/commons-math,6f4e48d42aa880e7ba49ff651aa701313e1aec31,87e066ad31da8a3f92754e60cbd7b02a435d6188
wss4j,https://github.com/apache/commons-math,7a6aa92c8ac46059f7ca9d76d7da6b710df901aa,759fed8a76744f1d64a63c44b53eaae62c87b853
wss4j,https://github.com/apache/commons-math,870e1d3d98318745d0552c7a6a6f5dada90d7c82,9a0d061981587382b60eae9eaaa6eff6a408911a
wss4j,https://github.com/apache/commons-math,76670baf345bcc6446e83cdb6578b55f952bb470,f7a55439e38fa4892321a960607c0b13939b28ac
wss4j,https://github.com/apache/commons-math,81ce1b183aa4fb56e7710ebe0274740c268118fa,c1c1a84291c97e618108ad2a703a0bb3c8ce6f6b
wss4j,https://github.com/apache/commons-math,6cdfda8ce11be369d9183f7bae468cd0b9688200,bda1296ea584ead0e2a99c43b4af222e7691356b
wss4j,https://github.com/apache/commons-math,6b547ba222e6d70b0351cfd354e1d3497da9e24f,59434c2dce49e0104b4c7d51b7502e4eae7d2773
wss4j,https://github.com/apache/commons-math,6dd3724b9b5e29a9bd9f404d28d0cf6d43ccfe95,b2f3f6db411099f91a5436a4f88344ccc1f8d166
wss4j,https://github.com/apache/commons-math,83f18d5299fbadf91ec792c95ee96bcd916ca9af,c78a0e3b003ac36d57a3c895fc8240ef66546a56
wss4j,https://github.com/apache/commons-math,66a775c9feb7dcf00c28a16b7a365af4372886f8,fc9d93db68a3c33e5ead8c7ecb187fdf0f06cc4f
wss4j,https://github.com/apache/commons-math,7a8dc00b8be18a9271e2d9c2444ba91077ffafa5,12c9a04414e95257cf0309e96ae8e1db36affdf2
wss4j,https://github.com/apache/commons-math,26e878ab3a5b0844e09ce305fa07eb2d0ad93d41,941b13f8ede6dbaa4fa64ebb9b9156c2709cd281
wss4j,https://github.com/apache/commons-math,301ad592142079d36f4d33f5309c103c7f4f5dfb,9786ad4de8ef2f0aefcbe2bcb14889bb148eebd5
wss4j,https://github.com/apache/commons-math,2836a6f9efcd30effe2f1125d47c38f62f96ed09,b07ecae3d60c4f0233f1a1d97eb35d4a678f39aa
wss4j,https://github.com/apache/commons-math,2a9cbbab467052a523d3d59e3d66cf1ef527fb68,c2e855d6a05d9a3c18cf66f493728f89dd16ea0f
wss4j,https://github.com/apache/commons-math,6e8eb2db36d2d3efd522c22ad9f0ebdee34d3686,82ceb5bd8b68af04b73407ab31754bc5d42ec47a
wss4j,https://github.com/apache/commons-math,262fe4c088036994607ba1d35d676deb500e2ea3,97b54ad87ffd559893dc6555196d9e3afa756461
wss4j,https://github.com/apache/commons-math,3ad3a1fa41d3973b21b6c01525b24c7b9f489022,ea13fac8769f59ffbb67ba63b851d33a182282a9
wss4j,https://github.com/apache/commons-math,2123f7805b1b7aa7f6651f96342e7ef188ff763e,fe761c28ceca03d859ec34273798d67d85bd704b
wss4j,https://github.com/apache/commons-math,2c8a114f766d05929e908fd79c5e4baf5a3841ae,5fb5e80a151513a91cc961221e96267100abe1f4
wss4j,https://github.com/apache/commons-math,25c9e050afb8ecf737d68708b6968b8989d1870e,30c9e8c111f0e49acb8e9e7f6119230844fe1ee3
wss4j,https://github.com/apache/commons-math,1d635088f697178660b6e1c9a89d2b7d3bbe2d29,47ed8d9207be8362463b9113de0c83bca871345e
wss4j,https://github.com/apache/commons-math,252a0137b147469b18625eb4e7622a85f44ecfe8,50c5eae1a6dd3d0b36ae862db2c3c8e2f564b098
wss4j,https://github.com/apache/commons-math,2091cfbabc4e4940f70c2628cadc08da0baaedc8,870d11b6662dad5980ae2684aa05b1be2c5cce03
wss4j,https://github.com/apache/commons-math,32d33210a92b1197a6c5a07f19aa25426af72723,0f6812858ad6e3b28e4a2843c526ec8cf501b176
wss4j,https://github.com/apache/commons-math,26e61145839e4da47eb83edfba406ceefc0b67bf,d9b951c1fad20e04440e7013e49ac08a8fac4061
wss4j,https://github.com/apache/commons-math,2bc9e7ea86a8cc1c3b2436c46115c87080228004,78432c97558162d56860b3d03b9d995d4bb5343b
wss4j,https://github.com/apache/commons-math,29a297de44d2f4dcc3d7e2c22c313f51414dab8a,7521e5af345c0e3c1bf567794e332cfce018881e
wss4j,https://github.com/apache/commons-math,2b852d79dc7f2aaac2a4d27da75f9d22e5d1bea2,ce9c345ef7cb1ded723daa5bb2764b8d2933abfd
wss4j,https://github.com/apache/commons-math,350f726ce591004a795c3a241540887e79c3c7bc,04b34cc1a560fd334c5602c62fc6efdcb8f90581
wss4j,https://github.com/apache/commons-math,334c01e6eba6ef9ce263577f63f2094fc98c2c81,d451a1fb921f7dec1bde47a05a37fbed4df5a1ba
wss4j,https://github.com/apache/commons-math,30b9f935e7ea56026e5c5347e897df52a3ad18a7,76f154179b8dc6940355d7fe7db468314ca39e84
wss4j,https://github.com/apache/commons-math,1cd5a3229c2fb9b35fa0ced635765bf59497d074,4332119866de75449fe5ad24be0dde4517c6f7ef
wss4j,https://github.com/apache/commons-math,2e7d1278b18930e4f175c320e82a0f4db697a77e,eea1b0114ab719abff5249f5ec1e1f9b4895aaf1
wss4j,https://github.com/apache/commons-math,250cf6e3669ee3c0cfda5d20761fb1324f594df0,c7cfb66633dcadefb316b0df4cef98fa5d147089
wss4j,https://github.com/apache/commons-math,290002cb887c1da64da293c390e40905629fcd31,bbf926511f74a3e7fd0bc8714ca3126ac8d3a4b1
wss4j,https://github.com/apache/commons-math,264851fcfcad33513ba4f86441dbca3581134a66,82e1a8cd084a9c7f9e025fc451c669037dd8a552
wss4j,https://github.com/apache/commons-math,30c9e8c111f0e49acb8e9e7f6119230844fe1ee3,a46c441cec45b72d0716c2ca9a3ca4bd47506d6f
wss4j,https://github.com/apache/commons-math,31fae6431438e26d6b47b988164847048ceab314,e89a80dd53ee51cad6597e9637ded1d55cd60f6d
